name,marla,area_sqft,floor_number,total_floors,built_year,address,description,floor,floors_in_building,bedrooms,bathrooms,kitchens,servant_quarters,store_rooms,price,society,luxury_score,drawing_room,dining_room,lounge_or_sitting_room,laundry_room,study_room,prayer_room,powder_room,gym,steam_room,other_rooms
"2 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",5.1,1388.475,,5.0,2023.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","2 apartments available one is on 2nd floor (1160sqft) other is on 6th floor (1157sqft) Unique apartment in prime location properly gated and secured apartments 2 bedroom good size tv lounge and open kitchen amazing view from the balcony lift for apartments everything is inside the boundary for example, swimming pool, cinema, grocery mart, cafe proper car shade parking call for further details",,5.0,1.0,1.0,1.0,,,16000000,Shanghai Road,116,1,1,1,1,1,1,1,1,1,1
"2 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",5.3,1442.925,1.0,7.0,2022.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","Ready to live, Near DHA phase 4, and Ring Road 1200 Square Feet property is ideal for residential or commercial use. If you are looking for property in Lahore you don't want to miss the opportunity to buy this. Seeking a comfortable lifestyle with high-end facilities? Come visit Defence View Apartments. A project of PKR Rs. 16800000 is quite in demands due to its modern features. This property is definitely not a miss! So, buy it before it gets off of your radar. This Flat is ideal for those of you who have been looking for such properties. You can read the notable property features below. Using the service elevator in the building ensures your goods reach your floor quickly. The Flat features a prayer room as well, which is a distinct feature of the property. The Flat has an adjoining space where the kids can freely play without you having to worry. All your washing can be done in one place with a laundry room that serves the purpose. Kids can swim to their hearts desire at the community pool. The lobby and reception in the apartment building contributes to the resident's security. 24/7 waste disposal services ensures the society looks and feels clean. Call us for details.",1.0,7.0,1.0,1.0,1.0,1.0,1.0,15500000,Shanghai Road,124,1,1,1,1,1,1,1,1,1,1
"2 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",5.3,1442.925,1.0,7.0,2022.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","Ready to live, Near DHA phase 4, and Ring Road 1200 Square Feet property is ideal for residential or commercial use. If you are looking for property in Lahore you don't want to miss the opportunity to buy this. Seeking a comfortable lifestyle with high-end facilities? Come visit Defence View Apartments. A project of PKR Rs. 16800000 is quite in demands due to its modern features. This property is definitely not a miss! So, buy it before it gets off of your radar. This Flat is ideal for those of you who have been looking for such properties. You can read the notable property features below. Using the service elevator in the building ensures your goods reach your floor quickly. The Flat features a prayer room as well, which is a distinct feature of the property. The Flat has an adjoining space where the kids can freely play without you having to worry. All your washing can be done in one place with a laundry room that serves the purpose. Kids can swim to their hearts desire at the community pool. The lobby and reception in the apartment building contributes to the resident's security. 24/7 waste disposal services ensures the society looks and feels clean. Call us for details.",1.0,7.0,2.0,2.0,1.0,,,15200000,Shanghai Road,124,1,1,1,1,1,1,1,1,1,1
"2 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",5.4,1470.15,,,2025.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","There are few such highly affordable options available in Lahore as this one. A golden chance to invest in Defence View Apartments has just come up. Snatch it up before its gone! The price is set fairly at Rs. 15000000. Flat comes with spacious rooms and amenities, making for a comfortable place to live. Let our expertise guide you to buy your dream real estate. 1210 Square Feet properties are best for investment as well as living purposes. For buying your dream property, all you need is to reach out to us.",,,1.0,1.0,1.0,,,15000000,Shanghai Road,58,1,0,1,0,0,0,1,0,0,1
#NAME?,1.3,353.925,7.0,7.0,2025.0,"Ferozepur Road, Lahore, Punjab","SUNSPIRE 1, Bahria Nasheman, Main Ferozpur Road Lahore. Ideal for overseas families. Offering Luxury Studio, 1 Bed & 2 Bed Apartments. PROJECT HIGHLIGHTS: Approved by the Bahria Authority. 120ft Bahria Nasheman Main Boulevard Gated Community Operational Marts, Parks & Mosque B + G + 6 Story Spacious commercial outlets Rooftop Cafe Rooftop Garden Kids Play Area BBQ Area Gym Ample Surface Parking Easy & flexible instalment plan PAYMENT: Booking with: Rs 800,000/- Possession in 1 Year 3 Year flexible Installment Plan CALL NOW. LOCATION: Located on Bahria Nasheman Main Boulevard Near premium healthcare and educational institutes Easily accessible from Allama Iqbal International Airport Surrounded by prominent brands including Spice Arena & McDonalds. ABOUT US: With 8 years of experience in real estate development, weve successfully delivered 80+ projects in Bahria Nasheman and Bahria Orchard, known for our reliability, integrity, and quality. OUR EXPERTIES We specialize in residential and commercial properties that meet the highest standards. All projects are Bahria-approved and fully compliant with legal regulations. WHY CHOOSE US? Proven track record with over 80 successful projects. Uncompromising quality in materials, construction, and design. Trusted name in Bahria Nasheman and Bahria Orchard. Full legal compliance for peace of mind. OUR VISION: We aim to deliver innovative, sustainable projects that exceed client expectations and build long-term relationships.",7.0,7.0,1.0,1.0,1.0,1.0,1.0,2940000,Ferozepur Road,138,1,1,1,1,1,1,1,1,1,1
"1 BHK Ferozepur Road, Lahore, Punjab",2.3,626.175,,6.0,2025.0,"Ferozepur Road, Lahore, Punjab","SUNSPIRE 1, Bahria Nasheman, Main Ferozpur Road Lahore. Ideal for overseas families. Offering Luxury Studio, 1 Bed & 2 Bed Apartments. PROJECT HIGHLIGHTS: Approved by the Bahria Authority. 120ft Bahria Nasheman Main Boulevard Gated Community Operational Marts, Parks & Mosque B + G + 6 Story Spacious commercial outlets Rooftop Cafe Rooftop Garden Kids Play Area BBQ Area Gym Ample Surface Parking Easy & flexible instalment plan PAYMENT: Booking with: Rs 600,000/- Possession in 1 year. 3 Year flexible Installment Plan CALL NOW. LOCATION: Located on Bahria Nasheman Main Boulevard Near premium healthcare and educational institutes Easily accessible from Allama Iqbal International Airport Surrounded by prominent brands including Spice Arena & McDonalds. ABOUT US: With 8 years of experience in real estate development, weve successfully delivered 80+ projects in Bahria Nasheman and Bahria Orchard, known for our reliability, integrity, and quality. OUR EXPERTIES We specialize in residential and commercial properties that meet the highest standards. All projects are Bahria-approved and fully compliant with legal regulations. WHY CHOOSE US? Proven track record with over 80 successful projects. Uncompromising quality in materials, construction, and design. Trusted name in Bahria Nasheman and Bahria Orchard. Full legal compliance for peace of mind. OUR VISION: We aim to deliver innovative, sustainable projects that exceed client expectations and build long-term relationships.",,6.0,1.0,1.0,1.0,1.0,1.0,4088000,Ferozepur Road,125,1,1,1,1,1,1,1,1,1,1
"2 BHK Ferozepur Road, Lahore, Punjab",3.4,925.65,7.0,7.0,2025.0,"Ferozepur Road, Lahore, Punjab","SUNSPIRE 1, Bahria Nasheman, Main Ferozpur Road Lahore. Ideal for overseas families. Offering Luxury Studio, 1 Bed & 2 Bed Apartments. PROJECT HIGHLIGHTS: Approved by the Bahria Authority. 120ft Bahria Nasheman Main Boulevard Gated Community Operational Marts, Parks & Mosque B + G + 6 Story Spacious commercial outlets Rooftop Cafe Rooftop Garden Kids Play Area BBQ Area Gym Ample Surface Parking Easy & flexible instalment plan PAYMENT: Booking with: Rs 800,000/- Possession in 1 Year 3 Year flexible Installment Plan CALL NOW. LOCATION: Located on Bahria Nasheman Main Boulevard Near premium healthcare and educational institutes Easily accessible from Allama Iqbal International Airport Surrounded by prominent brands including Spice Arena & McDonalds. ABOUT US: With 8 years of experience in real estate development, weve successfully delivered 80+ projects in Bahria Nasheman and Bahria Orchard, known for our reliability, integrity, and quality. OUR EXPERTIES We specialize in residential and commercial properties that meet the highest standards. All projects are Bahria-approved and fully compliant with legal regulations. WHY CHOOSE US? Proven track record with over 80 successful projects. Uncompromising quality in materials, construction, and design. Trusted name in Bahria Nasheman and Bahria Orchard. Full legal compliance for peace of mind. OUR VISION: We aim to deliver innovative, sustainable projects that exceed client expectations and build long-term relationships.",7.0,7.0,,,,1.0,1.0,5621000,Ferozepur Road,140,1,1,1,1,1,1,1,1,1,1
"1 BHK Ferozepur Road, Lahore, Punjab",2.3,626.175,,6.0,2025.0,"Ferozepur Road, Lahore, Punjab","SUNSPIRE 1, Bahria Nasheman, Main Ferozpur Road Lahore. Ideal for overseas families. Offering Luxury 1 Bed Apartment PROJECT HIGHLIGHTS: Approved by the Bahria Authority. 120ft Bahria Nasheman Main Boulevard Gated Community Operational Marts, Parks & Mosque B + G + 6 Story Spacious commercial outlets Rooftop Cafe Rooftop Garden Kids Play Area BBQ Area Gym Ample Surface Parking Easy & flexible instalment plan PAYMENT: Booking with: Rs 700,000/- Installment: 34,000/- Possession in 1 year. 3 Year flexible Installment Plan CALL NOW. LOCATION: Located on Bahria Nasheman Main Boulevard Near premium healthcare and educational institutes Easily accessible from Allama Iqbal International Airport Surrounded by prominent brands including Spice Arena & McDonalds. ABOUT US: With 8 years of experience in real estate development, weve successfully delivered 80+ projects in Bahria Nasheman and Bahria Orchard, known for our reliability, integrity, and quality. OUR EXPERTIES We specialize in residential and commercial properties that meet the highest standards. All projects are Bahria-approved and fully compliant with legal regulations. WHY CHOOSE US? Proven track record with over 80 successful projects. Uncompromising quality in materials, construction, and design. Trusted name in Bahria Nasheman and Bahria Orchard. Full legal compliance for peace of mind. OUR VISION: We aim to deliver innovative, sustainable projects that exceed client expectations and build long-term relationships.",,6.0,2.0,2.0,1.0,1.0,1.0,4748000,Ferozepur Road,138,1,1,1,1,1,1,1,1,1,1
"1 BHK Ferozepur Road, Lahore, Punjab",2.3,626.175,,6.0,2025.0,"Ferozepur Road, Lahore, Punjab","SUNSPIRE 1, Bahria Nasheman, Main Ferozpur Road Lahore. Ideal for overseas families. Offering Luxury Studio, 1 Bed & 2 Bed Apartments. PROJECT HIGHLIGHTS: Approved by the Bahria Authority. 120ft Bahria Nasheman Main Boulevard Gated Community Operational Marts, Parks & Mosque B + G + 6 Story Spacious commercial outlets Rooftop Cafe Rooftop Garden Kids Play Area BBQ Area Gym Ample Surface Parking Easy & flexible instalment plan PAYMENT: Booking with: Rs 600,000/- Possession in 1 year. 3 Year flexible Installment Plan CALL NOW. LOCATION: Located on Bahria Nasheman Main Boulevard Near premium healthcare and educational institutes Easily accessible from Allama Iqbal International Airport Surrounded by prominent brands including Spice Arena & McDonalds. ABOUT US: With 8 years of experience in real estate development, weve successfully delivered 80+ projects in Bahria Nasheman and Bahria Orchard, known for our reliability, integrity, and quality. OUR EXPERTIES We specialize in residential and commercial properties that meet the highest standards. All projects are Bahria-approved and fully compliant with legal regulations. WHY CHOOSE US? Proven track record with over 80 successful projects. Uncompromising quality in materials, construction, and design. Trusted name in Bahria Nasheman and Bahria Orchard. Full legal compliance for peace of mind. OUR VISION: We aim to deliver innovative, sustainable projects that exceed client expectations and build long-term relationships.",,6.0,2.0,1.0,1.0,1.0,1.0,3952000,Ferozepur Road,117,1,1,1,1,1,1,1,1,1,1
"1 BHK Ferozepur Road, Lahore, Punjab",2.3,626.175,,,2025.0,"Ferozepur Road, Lahore, Punjab","SUNSPIRE 1, Bahria Nasheman, Main Ferozpur Road Lahore. Ideal for overseas families. Offering Luxury 1 Bed Apartments. PROJECT HIGHLIGHTS: Approved by the Bahria Authority. 120ft Bahria Nasheman Main Boulevard Gated Community Operational Marts, Parks & Mosque B + G + 6 Story Spacious commercial outlets Rooftop Cafe Rooftop Garden Kids Play Area BBQ Area Gym Ample Surface Parking Easy & flexible instalment plan PAYMENT: Booking with: Rs 500,000/- Installment: 23,000/- Possession in 1 year. 3 Year flexible Installment Plan CALL NOW. LOCATION: Located on Bahria Nasheman Main Boulevard Near premium healthcare and educational institutes Easily accessible from Allama Iqbal International Airport Surrounded by prominent brands including Spice Arena & McDonalds. ABOUT US: With 8 years of experience in real estate development, weve successfully delivered 80+ projects in Bahria Nasheman and Bahria Orchard, known for our reliability, integrity, and quality. OUR EXPERTIES We specialize in residential and commercial properties that meet the highest standards. All projects are Bahria-approved and fully compliant with legal regulations. WHY CHOOSE US? Proven track record with over 80 successful projects. Uncompromising quality in materials, construction, and design. Trusted name in Bahria Nasheman and Bahria Orchard. Full legal compliance for peace of mind. OUR VISION: We aim to deliver innovative, sustainable projects that exceed client expectations and build long-term relationships.",,,,,,,,3744000,Ferozepur Road,87,1,1,1,1,1,1,1,0,1,0
"2 BHK Ferozepur Road, Lahore, Punjab",3.4,925.65,7.0,7.0,2025.0,"Ferozepur Road, Lahore, Punjab","SUNSPIRE 1, Bahria Nasheman, Main Ferozpur Road Lahore. Ideal for overseas families. Offering Luxury Studio, 1 Bed & 2 Bed Apartments. PROJECT HIGHLIGHTS: Approved by the Bahria Authority. 120ft Bahria Nasheman Main Boulevard Gated Community Operational Marts, Parks & Mosque B + G + 6 Story Spacious commercial outlets Rooftop Cafe Rooftop Garden Kids Play Area BBQ Area Gym Ample Surface Parking Easy & flexible instalment plan PAYMENT: Booking with: Rs 800,000/- Possession in 1 Year 3 Year flexible Installment Plan CALL NOW. LOCATION: Located on Bahria Nasheman Main Boulevard Near premium healthcare and educational institutes Easily accessible from Allama Iqbal International Airport Surrounded by prominent brands including Spice Arena & McDonalds. ABOUT US: With 8 years of experience in real estate development, weve successfully delivered 80+ projects in Bahria Nasheman and Bahria Orchard, known for our reliability, integrity, and quality. OUR EXPERTIES We specialize in residential and commercial properties that meet the highest standards. All projects are Bahria-approved and fully compliant with legal regulations. WHY CHOOSE US? Proven track record with over 80 successful projects. Uncompromising quality in materials, construction, and design. Trusted name in Bahria Nasheman and Bahria Orchard. Full legal compliance for peace of mind. OUR VISION: We aim to deliver innovative, sustainable projects that exceed client expectations and build long-term relationships.",7.0,7.0,7.0,8.0,3.0,2.0,2.0,6082000,Ferozepur Road,140,1,1,1,1,1,1,1,1,1,1
#NAME?,1.6,435.6,6.0,20.0,,"Union Complex, Ferozepur Road, Lahore, Punjab","Studio Apartment For Sale On Easy Installment Plan Gross saleable area (370sq. ft - 400sq. ft) Details :- Elegant & luxury bedroom Stylish bathroom Kitchenette Dining area Located on Main Ferozepur Road. 15 minutes drive from Kalma Chowk Metro service right on Door step 5 minutes drive to Ring Road and 10 minutes drive to DHA 20 minutes drive to Airport Via Ring Road Easy access to Motorway ROOFTOP EXPERIENCE First Aid & Ambulance Mini Golf Area BBQ Area Event Area Exercise Area Shopping Area Snooker Club Daycare Center 24/7 Maintenance Staff 24/7 Security CCTV System to Ensure Security Fire Fighting & Alarm System Water Reservoirs For Fire Fiahtina Car Wash Area Each and every area is prepared solely for the comfort of the residents. A luxurious accommodation with remarkable architecture that takes into consideration every aspect of an easy and comfortable lifestyle. Everything from Receptions, Lift Lobbies, Executive Lounges, Car Parkings, Jamia Masjid, Gymnasium, Swimming Pool, Indoor Sports etc. , are built to provide a modern and comfortable lifestyle to the residents. PROJECT LOCATION Union Complex is located at Main Ferozepur Road, Metro Bus Station No. 25, Lahore. Located in the heart of Lahore, Union Complex is only a 15 minutes drive from Kalma Chowk and a 10 minutes drive from DHA The ideal location makes Union Complex the best investment opportunity Contact for Further Details!",6.0,20.0,2.0,1.0,1.0,,,6000000,Ferozepur Road,121,1,1,0,0,0,0,0,0,0,0
